"","words","term.freq","doc.freq"
"1270","jfwer",1,1
"1271","reeniiiebu",1,1
"1272","i*t",6,6
"1273","ertlc",1,1
"1274","dveituilh",1,1
"1275","thé",25,17
"1276","v»r",3,3
"1277","f*i",2,2
"1278","vt*-l",1,1
"1279","f*r",2,2
"1280","i«mi",1,1
"1281","qtwiefly",1,1
"1282","irrt",1,1
"1283","u«l",2,2
"1284","lkittixi",1,1
"1285","ln*iu",1,1
"1286","iti",32,23
"1287","roan",8,8
"1288","orrn*iu(li'iil",1,1
"1289","tuv",7,6
"1290","iwillviilerly",1,1
"1291","incili",1,1
"1292","tyk",1,1
"1293","iiml",9,9
"1294","nig:i",1,1
"1295","tmr",3,3
"1296","tiiiuitk*tkj",1,1
"1297","itf",7,6
"1298","hwr",1,1
"1299","v»i.ir",1,1
"1300","imchap'l",1,1
"1301","fliitu",1,1
"1302","l!i",4,4
"1303","r*vm",1,1
"1304","wtil",3,3
"1305","welo",1,1
"1306","lav",44,33
"1307","i""wii",1,1
"1308","llflwt",1,1
"1309","tliou",2,2
"1310","hii",27,22
"1311","bwuttlnl",1,1
"1312","rinu",1,1
"1313","i'ml",2,2
"1314","skits",1,1
"1315","swat",1,1
"1316","thou",79,36
"1317","glmi",1,1
"1318","mth",6,6
"1319","fvi",4,4
"1320","fil",11,7
"1321","ii»m",1,1
"1322","thf",56,38
"1323","alow",5,5
"1324","h*s",2,2
"1325","hkivx",1,1
"1326","wnhls",1,1
"1327","hik",2,2
"1328","nnikh",1,1
"1329","fllltt",1,1
"1330","lllllf",1,1
"1331","monrt",1,1
"1332","whichever",2,2
"1333","ten",399,67
"1334","fifty",116,54
"1335","hundred",265,66
"1336","thousand",162,59
"1337","dtd",1,1
"1338","lam",29,22
"1339","according",125,49
"1340","circumstance",20,18
"1341","hich",74,44
"1342","accounts",36,24
"1343","yyu",2,2
"1344","why",384,63
"1345","genii",4,4
"1346","wives",31,23
"1347","render",28,25
"1348","count",64,35
"1349","iiiim",2,2
"1350","farthings",1,1
"1351","ell",65,43
"1352","maid-servant",1,1
"1353","km«k",1,1
"1354","teacup",2,2
"1355","wen",68,35
"1356","ant",66,42
"1357","breaks",18,16
"1358","glass",79,37
"1359","suddenly",139,61
"1360","tea-pot",1,1
"1361","cup",82,26
"1362","glas",3,3
"1363","pieces",42,27
"1364","ttobtpltf",1,1
"1365","hwaei",1,1
"1366","purse",36,23
"1367","place",817,67
"1368","idv",3,3
"1369","ioi'fi",1,1
"1370","iiohioitiiiie,/itnl",1,1
"1371","im»;s",1,1
"1372","tor",219,64
"1373","bill",170,53
"1374","damage",31,27
"1375","scold",3,3
"1376","ants",10,9
"1377","servante",2,2
"1378","indeed",176,55
"1379","doe",27,18
"1380","tmt",4,4
"1381","grow",64,41
"1382","ground",221,64
"1383","imryet",1,1
"1384","rained",6,6
"1385","heaven",114,47
"1386","snudl",1,1
"1387","brooks",12,6
"1388","river",328,64
"1389","like",758,67
"1390","gives",119,61
"1391","moue",3,3
"1392","mains",4,4
"1393","humor",55,30
"1394","ife",22,17
"1395","htth",1,1
"1396","vexations",2,2
"1397","nevei",6,6
"1398","servants",42,23
"1399","foltune",1,1
"1400","saine",2,2
"1401","ilisoniei",1,1
"1402","ruinaiked",1,1
"1403","right",372,65
"1404","hist",34,26
"1405","order",453,67
"1406","lioiisv",1,1
"1407","hal",22,20
"1408","ess",30,29
"1409","lay",216,58
"1410","dollars",185,67
"1411","lived",114,49
"1412","foi",77,43
"1413","pence",5,4
"1414","squeezed",3,3
"1415","ditlen",1,1
"1416","times",230,64
"1417","lose",57,37
"1418","equ""ist",1,1
"1419","temp",3,3
"1420","whole",370,66
"1421","house",914,67
"1422","d'wf",1,1
"1423","reckon",20,14
"1424","unfeeling",1,1
"1425","n-thiih",1,1
"1426","til",121,50
"1427","surprum",1,1
"1428","birthday",10,10
"1429","name",362,65
"1430","plea",16,13
"1431","hints",21,15
"1432","liei",5,4
"1433","tilt",39,29
"1434","delight",62,40
"1435","surprising",16,12
"1436","thee",42,25
"1437","thus",266,65
"1438","pleasines",1,1
"1439","ported",15,13
"1440","stars",33,18
"1441","gleam",12,12
"1442","affection",39,27
"1443","i/ton/v",1,1
"1444","kteu",1,1
"1445","item",39,27
"1446","gross",14,10
"1447","receive",156,63
"1448","rich",108,46
"1449","comfort",45,31
"1450","happiness",62,37
"1451","trim",13,12
"1452","woman's",23,19
"1453","heait",2,2
"1454","inde",4,4
"1455","scribal)ly",1,1
"1456","delightful",20,17
"1457","feel",207,64
"1458","itselt",1,1
"1459","alive",61,36
"1460","others",266,63
"1461","sunshine",22,19
"1462","heart",383,64
"1463","besides",65,41
"1464","freedom",28,19
"1465","icflesh",1,1
"1466","lumil",1,1
"1467","borne",22,15
"1468","oilier",13,11
"1469","kind",280,65
"1470","we'll",4,4
"1471","continue",73,48
"1472","subject",165,60
"1473","halloo",1,1
"1474","fcv",1,1
"1475","thfcn",1,1
"1476","ete",7,7
"1477","tin?in-wv",1,1
"1478","dvaignt",1,1
"1479","job",91,48
"1480","printing",112,48
"1481","material",154,62
"1482","nwt",2,2
"1483","lmprti",1,1
"1484","ton",206,64
"1485","virt'»l",1,1
"1486","xh'ute",1,1
"1487","dew",12,11
"1488","ti«m",3,3
"1489","plaui",1,1
"1490","flawy",1,1
"1491","euptrioi",1,1
"1492","manner",265,64
"1493","l»*nt",1,1
"1494","low",254,64
"1495","ihun",1,1
"1496","iirlit",1,1
"1497","he*l",1,1
"1498","iiiihii",1,1
"1499","iiijiht",1,1
"1500","fcii",1,1
"1501","jvt",2,2
"1502","ilm",5,5
"1503","uli",9,9
"1504","iwei",2,2
"1505","iha",2,2
"1506","hiiiflr",1,1
"1507","wait",107,55
"1508","liiv",1,1
"1509","li,;ht",1,1
"1510","li.ih'v",1,1
"1511","win",254,62
"1512","wliih",1,1
"1513","iflivv",1,1
"1514","o*i",1,1
"1515","main",342,67
"1516","street",522,67
"1517","kunwt",1,1
"1518","h«hw",1,1
"1519","cowan",67,44
"1520","night-wind",1,1
"1521","ruai",3,3
"1522","avt",5,5
"1523","waves",10,10
"1524","visit",254,65
"1525","ont",245,62
"1526","wiat",1,1
"1527","tiring",8,7
"1528","memgi",1,1
"1529","nit",44,29
"1530","ji.ur",1,1
"1531","luve",4,3
"1532","ii""t-a",1,1
"1533","hen",167,61
"1534","warm",100,51
"1535","ring",102,52
"1536","iim-zm",1,1
"1537","wllr",1,1
"1538","alu",6,5
"1539","xmir",1,1
"1540","midi",5,5
"1541","wings",23,19
"1542","awe",14,13
"1543","utl",9,8
"1544","single",92,44
"1545","donatn",1,1
"1546","associates",8,8
"1547","so-hriutyi",1,1
"1548","you're",9,7
"1549","ti:iii",1,1
"1550","jienuive",1,1
"1551","lecture",12,12
"1552","uread",1,1
"1553","morning",485,67
"1554","iwlliu-tiou",1,1
"1555","crime",50,32
"1556","tlml",5,5
"1557","ili'in",1,1
"1558","commit",30,27
"1559","wsadninfo",1,1
"1560","lief",6,6
"1561","knov",3,3
"1562","nei",8,8
"1563","ci'sgiiive",1,1
"1564","falls",87,40
"1565","iuuk",1,1
"1566","pillowr",1,1
"1567","iv.hlii",1,1
"1568","aiel",2,2
"1569","presses",14,10
"1570","temple",16,14
"1571","yuti",1,1
"1572","llar",1,1
"1573","umley",1,1
"1574","rest",171,60
"1575","sunday",200,62
"1576","rather",184,59
"1577","monday",237,61
"1578","mat",89,47
"1579","midnight",38,25
"1580","loft",29,21
"1581","turns",86,40
"1582","mum",27,21
"1583","i«member",1,1
"1584","happened",61,35
"1585","fro",31,28
"1586","hie",332,67
"1587","ntes",1,1
"1588","tvnfrtisio",1,1
"1589","i'unls",1,1
"1590","hvhlcliui",1,1
"1591","r-urot'ou",1,1
"1592","kal",1,1
"1593","i'vk",1,1
"1594","rol",2,2
"1595","altlloi-lmmlr",1,1
"1596","col*b",1,1
"1597","iliyf'ii",1,1
"1598","immv",2,2
"1599","iimylmi",1,1
"1600","mhh",3,3
"1601","hkhii",1,1
"1602","bum",18,17
"1603","air",193,58
"1604","îmhia",1,1
"1605","c""h",1,1
"1606","chi",21,18
"1607","mlrirvti",1,1
"1608","vneililly",1,1
"1609","treat",51,31
"1610","toi",15,12
"1611","hwliei",1,1
"1612","nov",116,41
"1613","ilf",23,18
"1614","wfhuvil",1,1
"1615","mil'i",1,1
"1616","l'«iutffb*«ui",1,1
"1617","port",164,57
"1618","voll'am",1,1
"1619","olll",2,2
"1620","silent",40,30
"1621","wry",52,30
"1622","prom",13,13
"1623","wlml",1,1
"1624","turn",236,65
"1625","xml",10,9
"1626","liiithr",1,1
"1627","birds",49,24
"1628","fhi'iu",1,1
"1629","mud",53,36
"1630","luth",6,6
"1631","in-id",3,3
"1632","i.r",4,4
"1633","huniaii",1,1
"1634","prayers",17,12
"1635","earth",114,45
"1636","weir",7,6
"1637","devri",1,1
"1638","pin",30,25
"1639","johkpiih",1,1
"1640","ivmîtruk",1,1
"1641","oui",56,26
"1642","l.nhritri",1,1
"1643","oraduat",1,1
"1644","mrolll",1,1
"1645","mtr",7,7
"1646","mvmhfi",1,1
"1647","ll%r",1,1
"1648","luivit.lt",1,1
"1649","iiuw",2,2
"1650","m»ty.i",1,1
"1651","on;«ut",1,1
"1652","ofhe",1,1
"1653","finit",16,16
"1654","van",137,57
"1655","futimlv",1,1
"1656","lioun",1,1
"1657","iixt",1,1
"1658","linin",1,1
"1659","wan",73,41
"1660","reassuringly",1,1
"1661","strikes",10,9
"1662","liner",10,10
"1663","npeiied",1,1
"1664","instant",87,44
"1665","talking",50,32
"1666","affair",60,35
"1667","ininkr",1,1
"1668","iioo'iiitbi",1,1
"1669","nillvltor",1,1
"1670","hi.......n",1,1
"1671","ufiitlfui",1,1
"1672","xitnuls",1,1
"1673","irtt",1,1
"1674","ïarii",1,1
"1675","l-i",4,4
"1676","f«-rt",1,1
"1677","injk-ih.r",1,1
"1678","hurt",45,29
"1679","l:m",1,1
"1680","left",531,67
"1681","imfdi",1,1
"1682","mifh",1,1
"1683","wednesday",148,60
"1684","nmniing",3,1
"1685","bless",21,17
"1686","o'clock",124,55
"1687","tn/wlii",1,1
"1688","mask",8,8
"1689","yonder",3,3
"1690","throat",74,39
"1691","dry",285,67
"1692","speak",141,54
"1693","brought",269,64
"1694","early",206,64
"1695","looming",3,3
"1696","hope",215,64
"1697","didn't",54,34
"1698","among",341,65
"1699","missing",21,19
"1700","ikj",7,7
"1701","cuuldii't",1,1
"1702","liud",5,5
"1703","haven't",11,9
"1704","uome",2,2
"1705","around",260,64
"1706","mom",44,35
"1707","special",158,62
"1708","purpose",134,56
"1709","learning",20,19
"1710","whether",141,50
"1711","yon",52,32
"1712","turned",225,65
"1713","tlu'.l",1,1
"1714","news",132,56
"1715","surprise",79,40
"1716","shaking",14,14
"1717","llssk",1,1
"1718","indicated",18,17
"1719","contained",67,43
"1720","nip",6,5
"1721","emptied",5,5
"1722","mend",14,12
"1723","asked",352,63
"1724","jl'llkv",1,1
"1725","an'e",1,1
"1726","usssisti",1,1
"1727","f,,r",13,12
"1728","qui-bri",1,1
"1729","ninl",3,3
"1730","oiil.ulr",1,1
"1731","cmomlmtoiier",1,1
"1732","f»r",7,6
"1733","l.iklmt",1,1
"1734","aml'hvili",1,1
"1735","lull",57,31
"1736","aw-t-a-iuy",1,1
"1737","ttttr",1,1
"1738","furl",4,4
"1739","alllh",1,1
"1740","ottawa",1035,67
"1741","whose",272,63
"1742","tlu",65,35
"1743","tmdrh",1,1
"1744","wool",87,29
"1745","rum",22,19
"1746","itrritiik",1,1
"1747","liok",1,1
"1748","rpilf",3,3
"1749","iirvtur",1,1
"1750","rani",4,3
"1751","iti».m",1,1
"1752","h«ml",1,1
"1753","vin",21,19
"1754","fnl.l",1,1
"1755","l,.qi",1,1
"1756","vaut",5,4
"1757","ittfh",1,1
"1758","m«i",2,2
"1759","i.i",24,19
"1760","civf",1,1
"1761","fwm",3,3
"1762","ihc",7,7
"1763","rl«l",1,1
"1764","wailh",1,1
"1765","tlio",142,41
"1766","tli*t",2,2
"1767","ii.il",2,2
"1768","h-i",1,1
"1769","k*f",1,1
"1770","niia«*n",1,1
"1771","fi""«n",1,1
"1772","thflr",1,1
"1773","rhildii",1,1
"1774","lumdlt",1,1
"1775","ood",21,16
"1776","rpiiiin",1,1
"1777","mention",63,37
"1778","f«*i",3,3
"1779","tm\filing",1,1
"1780","pnlillr",1,1
"1781","bfnt",1,1
"1782","dollar",184,55
"1783","itoune",1,1
"1784","chapter",73,47
"1785","lllls",1,1
"1786","wll.ll",1,1
"1787","vit",32,27
"1788","mnling",1,1
"1789","ileui",1,1
"1790","remind",9,9
"1791","thundering",2,2
"1792","pitch",19,18
"1793","slightest",31,26
"1794","moves",19,15
"1795","did",886,67
"1796","tillin",1,1
"1797","dering",5,5
"1798","rap*increase",1,1
"1799","uumlierundstrungth",1,1
"1800","gins",9,6
"1801","awakening",6,6
"1802","slumber",7,6
"1803","lieen",34,22
"1804","list",128,54
"1805","urbed",1,1
"1806","ims",35,25
"1807","slept",27,20
"1808","oil""last",1,1
"1809","night's",3,3
"1810","sick",71,35
"1811","less",299,64
"1812","tubs",17,15
"1813","stares",7,6
"1814","darkened",12,12
"1815","risuu",1,1
"1816","wonders",21,18
"1817","hi't",1,1
"1818","makinl",1,1
"1819","vii-isluy",1,1
"1820","tins",73,38
"1821","hrnn",1,1
"1822","irnsl",1,1
"1823","wltat",2,2
"1824","noise",34,25
"1825","puts",28,22
"1826","hands",303,66
"1827","msylisa",1,1
"1828","sii",25,21
"1829","uiu",10,9
"1830","vrv",4,4
"1831","i*et»rtlv",1,1
"1832","swelled",6,6
"1833","iwm-v",1,1
"1834","iwsai",1,1
"1835","tightly",16,14
"1836","te,title",1,1
"1837","pounding",2,2
"1838","sounds",22,14
"1839","ears",65,40
"1840","singing",51,30
"1841","who's",2,2
"1842","loud",53,31
"1843","parched",12,10
"1844","lips",114,53
"1845","permit",28,23
"1846","nice",83,45
"1847","open",204,61
"1848","ughjj",1,1
"1849","strogv",1,1
"1850","brysoil",1,1
"1851","d'sir",1,1
"1852","dient",1,1
"1853","ans",21,20
"1854","mas",38,25
"1855","culine",1,1
"1856","rtlij",1,1
"1857","uua'-u.,th.,,k.lo",1,1
"1858","moment",268,61
"1859","mtv",2,2
"1860","iii*ni",1,1
"1861","tmnnu",1,1
"1862","finer",10,10
"1863","jiffy",3,3
"1864","rank",42,25
"1865","loagtovu",1,1
"1866","lhollt",1,1
"1867","bed",145,53
"1868","fomtneneort",1,1
"1869","builuwt",1,1
"1870","hyson",3,3
"1871","wulie",1,1
"1872","slat",8,7
"1873","jri*.ipinvr",1,1
"1874","slihikts",1,1
"1875","rnr,m",1,1
"1876","thrusts",3,2
"1877","dressing",35,27
"1878","gown",10,8
"1879","ojk'iih",1,1
"1880","tiic",4,4
"1881","towering",1,1
"1882","figure",78,41
"1883","hindus",1,1
"1884","ini",93,45
"1885","mcveiqh",3,3
"1886","twhititis",1,1
"1887","snyrin",1,1
"1888","tiv'ullx",1,1
"1889","gnojl",1,1
"1890","t'f",1,1
"1891","vrlvfi",1,1
"1892","ait",35,25
"1893","tux",2,2
"1894","oils",33,28
"1895","houtre",1,1
"1896","eoni-panv",1,1
"1897","walking",65,45
"1898","frionils",1,1
"1899","beilsiile",1,1
"1900","liquor",51,30
"1901","intended",58,34
"1902","week",587,67
"1903","should",1005,67
"1904","opening",67,36
"1905","wore",240,63
"1906","trembling",53,32
"1907","surprised",47,32
"1908","guess",27,19
"1909","swallowing",1,1
"1910","hitters",5,4
"1911","shake",26,21
"1912","comical",6,6
"1913","expression",61,37
"1914","clear-cut",1,1
"1915","feature",32,27
"1916","crisply",1,1
"1917","t!l",2,2
"1918","imlltlr",1,1
"1919","tcrest",3,3
"1920","vkllill",1,1
"1921","hni'ih",1,1
"1922","june",393,67
"1923","exceedingly",21,17
"1924","agreeable",22,20
"1925","drawls",1,1
"1926","pray",29,18
"1927","iih",18,14
"1928","lmvo",6,6
"1929","geok",1,1
"1930","letts",56,27
"1931","hct",1,1
"1932","inaill",1,1
"1933","eiies",1,1
"1934","an't",2,2
"1935","to-moimw",1,1
"1936","niyl.t",1,1
"1937","thv",278,50
"1938","f?»l",1,1
"1939","krarinit",1,1
"1940","oim",4,4
"1941","ne-hut's",1,1
"1942","hunlnis",1,1
"1943","tajiimgc",1,1
"1944","recentl",1,1
"1945","addieshcd",1,1
"1946","lii",31,24
"1947","congregation",52,26
"1948","injunction",7,6
"1949","paul",35,22
"1950","hear",248,62
"1951","burdens",7,6
"1952","everybody",31,26
"1953","i'urdens",1,1
"1954","pro",250,66
"1955","oikil",1,1
"1956","lnmleh",1,1
"1957","fragmenta",1,1
"1958","each",557,67
"1959","art",162,61
"1960","oilswi",1,1
"1961","hiinlt-ns",1,1
"1962","furniture",86,48
"1963","niucli",2,2
"1964","nior",1,1
"1965","iwautifnl",1,1
"1966","cal",44,35
"1967","ilian",8,8
"1968","lasting",19,16
"1969","ourselves",34,24
"1970","machinery",80,37
"1971","h«axy",1,1
"1972","nage",1,1
"1973","hiinlen",1,1
"1974","lifted",21,18
"1975","crushed",26,21
"1976","human",102,50
"1977","patient",49,34
"1978","nays",20,18
"1979","wake",16,14
"1980","dead",188,57
"1981","sav",20,19
"1982","rapped",2,2
"1983","skin",118,50
"1984","on'my",1,1
"1985","knuckles",1,1
"1986","what's",11,9
"1987","accustomed",14,12
"1988","newcomer",2,2
"1989","windows",43,31
"1990","blind",31,21
"1991","seems",192,63
"1992","hadn't",7,7
"1993","throwing",28,20
"1994","stretching",5,5
"1995","yawning",1,1
"1996","length",103,53
"1997","sleep",106,49
"1998","longer",92,48
"1999","seemed",205,55
"2000","new-comer",3,3
"2001","closing",34,22
"2002","window",111,49
"2003","affirmative",6,5
"2004","tzver",1,1
"2005","coe",2,2
"2006","kinds",227,66
"2007","mam",29,21
"2008","okobr",1,1
"2009","inns",7,7
"2010","oii",7,7
"2011","hide",27,20
"2012","joh",4,4
"2013","splhbkig-whekis",1,1
"2014","iar",6,6
"2015","reels",21,19
"2016","mnnnfacnred",1,1
"2017","guaranteed",78,47
"2018","sattofoctlun",1,1
"2019","juttem",1,1
"2020","sizi",1,1
"2021","iit",8,8
"2022","m»f",2,2
"2023","culm.lt",1,1
"2024","churns",14,14
"2025","addition",83,47
"2026","opened",178,60
"2027","stock",546,67
"2028","duvanoe",5,5
"2029","duvanee",77,11
"2030","confuse",1,1
"2031","uneasy",9,8
"2032","you'll",15,13
"2033","nutke",1,1
"2034","lielicvo",1,1
"2035","heap",23,20
"2036","liedaidc",1,1
"2037","boiiw",1,1
"2038","choice",178,66
"2039","groceries",193,67
"2040","confectionery",14,11
"2041","nioje",1,1
"2042","springs",20,16
"2043","arrests",9,8
"2044","footsie",1,1
"2045","laying",40,28
"2046","shoulder",33,23
"2047","you've",8,8
"2048","privately",2,2
"2049","clutches",1,1
"2050","aro",63,37
"2051","york",284,65
"2052","too",480,67
"2053","lite",8,7
"2054","spotted",2,2
"2055","coming",187,59
"2056","xvas",5,5
"2057","handed",38,29
"2058","note",145,53
"2059","placed",183,54
"2060","iwrfumod",1,1
"2061","missive",1,1
"2062","drew",81,41
"2063","pocket",46,30
"2064","astonishment",10,9
"2065","reads",13,13
"2066","tea",124,55
"2067","sugar",69,29
"2068","syrup",26,25
"2069","hitcnits",1,1
"2070","tubaeeo",1,1
"2071","canned",55,50
"2072","fruit",97,45
"2073","uiui",2,2
"2074","meat",74,41
"2075","candies",20,17
"2076","soup",19,12
"2077","essences",12,12
"2078","etfumenj",1,1
"2079","cariety",1,1
"2080","fancy",152,63
"2081","article",182,63
"2082","ijow",2,2
"2083","prices",250,64
"2084","sits",19,16
"2085","heathenish",1,1
"2086","a.m",26,19
"2087","i-any",1,1
"2088","deep",124,49
"2089","trousers",16,10
"2090","pockots",1,1
"2091","several",339,64
"2092","momenta",6,5
"2093","deliberately",10,8
"2094","advantage",170,64
"2095","describe",17,13
"2096","introduced",46,31
"2097","readers",94,52
"2098","juror",1,1
"2099","niche",3,2
"2100","ran",142,54
"2101","praise",35,24
"2102","sober",16,14
"2103","handsome",121,53
"2104","five",370,66
"2105","thirty",118,50
"2106","entering",28,20
"2107","tails",7,7
"2108","blue-eyes",1,1
"2109","bloodshot",2,2
"2110","albinie",1,1
"2111","hair",229,55
"2112","standing",124,51
"2113","straight",58,33
"2114","docs",16,14
"2115","heads",100,48
"2116","smart",35,26
"2117","v-ww-noe",1,1
"2118","varia",16,13
"2119","called",324,65
"2120","cliuins",1,1
"2121","fully",158,61
"2122","piny",6,6
"2123","leading",93,49
"2124","part",414,67
"2125","incur",5,5
"2126","renfrew",204,64
"2127","granite",140,64
"2128","white",465,66
"2129","marble",183,62
"2130","six-and-twentj",1,1
"2131","awrence",1,1
"2132","experience",103,49
"2133","life",623,67
"2134","a-ills",1,1
"2135","tun",30,22
"2136","years",917,67
"2137","fifteen",96,43
"2138","giant",12,10
"2139","manly",15,11
"2140","lacking",5,5
"2141","inches",100,44
"2142","being",944,67
"2143","alias",6,5
"2144","hefis",1,1
"2145","today",21,17
"2146","association",61,31
"2147","since",380,67
"2148","ins",185,63
"2149","sixteenth",4,3
"2150","chosen",27,21
"2151","companions",20,14
"2152","half-score",1,1
"2153","s.-ote",1,1
"2154","yean",20,16
"2155","older",66,40
"2156","lmon",1,1
"2157","gilded",3,3
"2158","sin",57,41
"2159","thinking",80,42
"2160","imy",12,12
"2161","rad",9,8
"2162","ic'fhig",1,1
"2163","stright",1,1
"2164","uie",19,14
"2165","devil",22,15
"2166","under",569,67
"2167","oft",42,33
"2168","eommont",1,1
"2169","spite",64,39
"2170","apt",43,29
"2171","fsiwrenee",1,1
"2172","sonior",1,1
"2173","tliinl",3,3
"2174","son",362,67
"2175","satanic",5,5
"2176","highness",13,9
"2177","innocent",39,27
"2178","doting",1,1
"2179","darling",78,30
"2180","isiy",4,4
"2181","remove",38,27
"2182","saint",17,13
"2183","estimation",16,13
"2184","big",91,45
"2185","body",249,59
"2186","idolatrous",1,1
"2187","huart",1,1
"2188","account",192,62
"2189","victim",34,23
"2190","sex",24,21
"2191","large",680,67
"2192","immense",57,36
"2193","dividing",8,7
"2194","giving",200,64
"2195","goodly",17,15
"2196","share",59,36
"2197","idol",2,2
"2198","opposite",72,46
