"","words","term.freq","doc.freq"
"1314","forgotten",3,3
"1315","scene",16,11
"1316","providence",9,8
"1317","single",30,27
"1318","life",34,26
"1319","injury",12,12
"1320","mentioning",1,1
"1321","hoped",15,11
"1322","restored",6,6
"1323","goes",11,11
"1324","rapidity",6,6
"1325","launched",5,5
"1326","october",29,26
"1327","pronounced",4,4
"1328","judges",8,8
"1329","excellent",29,25
"1330","piece",14,10
"1331","workshmanship",1,1
"1332","aug",11,10
"1333","happy",31,27
"1334","informing",2,2
"1335","memory",8,7
"1336","oldest",1,1
"1337","neither",25,19
"1338","mildew",1,1
"1339","nor",43,33
"1340","fly",7,6
"1341","affected",5,5
"1342","large",102,71
"1343","grains",1,1
"1344","distinguished",15,12
"1345","favours",2,2
"1346","gratitude",7,7
"1347","sates",2,2
"1348","author",13,8
"1349","blessings",4,3
"1350","connected",13,13
"1351","deliverance",2,2
"1352","anarchy",3,3
"1353","establishment",31,24
"1354","wise",7,7
"1355","albany",1,1
"1356","county",32,23
"1357","ontario",6,5
"1358","genesee",1,1
"1359","ceded",1,1
"1360","commonwealth",5,4
"1361","massachusetts",5,4
"1362","brant",1,1
"1363","head",41,37
"1364","sachems",1,1
"1365","conadoque",2,1
"1366","seat",7,7
"1367","oliver",2,2
"1368","phelps",2,1
"1369","friendship",4,4
"1370","due",37,24
"1371","messrs",24,19
"1372","gorham",1,1
"1373","phelps–that",1,1
"1374","met",29,22
"1375","conducted",16,16
"1376","highly",31,27
"1377","gratified",7,6
"1378","treatment",5,4
"1379","lands.–the",1,1
"1380","further",60,39
"1381","informs",8,8
"1382","suburbs",1,1
"1383","hot",5,5
"1384","until",42,32
"1385","sunday",28,22
"1386","midnight",3,3
"1387","squall",1,1
"1388","change",28,21
"1389","sudden",16,16
"1390","unhealthy.upwards",1,1
"1391","unhappy",9,9
"1392","tions",3,3
"1393","heat",7,5
"1394","labouring",15,12
"1395","drinking",3,3
"1396","cold",19,16
"1397","raw",2,2
"1398","pernicious",2,2
"1399","extreme",17,13
"1400","intoxicated",1,1
"1401","momments",1,1
"1402","cry",1,1
"1403","fellow",20,19
"1404","drank",5,4
"1405","instantaneously",1,1
"1406","fatal",15,12
"1407","veral",1,1
"1408","instances",9,8
"1409","concluded",14,13
"1410","favoured",9,9
"1411","grenada",4,4
"1412","packet.a",1,1
"1413","arrive",10,9
"1414","martinico",4,3
"1415","white",22,19
"1416","arms",30,25
"1417","conceived",7,6
"1418","english",53,31
"1419","estates",3,3
"1420","assembled",23,21
"1421","together",26,23
"1422","mountains",23,8
"1423","declaring",5,4
"1424","longer",14,13
"1425","saying",6,6
"1426","event",19,14
"1427","unknown",10,7
"1428","reports",25,15
"1429","resisted",2,2
"1430","military",43,28
"1431","militia",47,18
"1432","die",5,5
"1433","singular",6,5
"1434","spirit",22,19
"1435","discontent",6,5
"1436","assented",1,1
"1437","writers",6,6
"1438","civilized",7,6
"1439","treated",5,5
"1440","bloodshed",2,2
"1441","mistaken",3,2
"1442","humanity",15,13
"1443","meaning",2,2
"1444","ill",9,9
"1445","leaders",4,4
"1446","reviving",2,2
"1447","things",39,25
"1448","expect",21,19
"1449","firm",12,12
"1450","union",21,16
"1451","mercantile",7,7
"1452","interests",23,20
"1453","betwixt",2,2
"1454","subsisted",3,3
"1455","vain",8,7
"1456","instil",1,1
"1457","prejudices",9,9
"1458","ready-money",1,1
"1459","accordingly",15,13
"1460","degree–and",1,1
"1461","betweixt",1,1
"1462","agian",1,1
"1463","danville(kentucky",1,1
"1464","baltimoreit",1,1
"1465","concern",12,10
"1466","communicate",12,11
"1467","truly",16,16
"1468","melancholy",15,11
"1469","intelligence",35,26
"1470","richard",7,5
"1471","chenoweth",3,1
"1472","officer",25,20
"1473","garrison",14,10
"1474","falls",8,6
"1475","guard",26,25
"1476","exposed",21,17
"1477","plantation",2,1
"1478","bear",16,14
"1479","crab",1,1
"1480","below",14,13
"1481","evening",53,37
"1482","station",12,9
"1483","rushed",3,3
"1484","chenoweth's",3,1
"1485","killed",80,40
"1486","soldiers",20,15
"1487","tomahawked",1,1
"1488","scalped",5,4
"1489","wife",23,18
"1490","floor",13,13
"1491","arm",4,2
"1492","broke",15,13
"1493","savages",17,14
"1494","rest",21,18
"1495","escape.–there",1,1
"1496","sick",12,11
"1497","chamber",3,3
"1498","reported",13,13
"1499","heard",34,28
"1500","massacre",9,9
"1501","crawling",1,1
"1502","stairs",2,2
"1503","inexpressibly",1,1
"1504","shocked",2,2
"1505","beloved",3,3
"1506","breathless–mr",1,1
"1507","neighbouring",10,10
"1508","likely",31,30
"1509","recover",2,2
"1510","remarkable",9,9
"1511","wants",14,11
"1512","house.–the",1,1
"1513","troublesome",3,3
"1514","gone",20,18
"1515","extirpate",3,3
"1516","spies",3,3
"1517","horses",19,14
"1518","pittsburgh",12,7
"1519","mouth",11,9
"1520","sandy",1,1
"1521","creek",14,12
"1522","kanawa",1,1
"1523","englanders",1,1
"1524","forming",10,9
"1525","mighty",1,1
"1526","contests",1,1
"1527","trivial",2,2
"1528","things;that",1,1
"1529","revolution",7,5
"1530","france",31,23
"1531","admit",6,6
"1532","doubt",55,40
"1533","originated",4,4
"1534","adams",6,3
"1535","insignificant",1,1
"1536","bostonian",1,1
"1537","least",40,36
"1538","expectation",7,7
"1539","independence",17,14
"1540","fomented",1,1
"1541","opposition",14,11
"1542","stamp-act",1,1
"1543","wisdom",10,8
"1544","foreseen",2,2
"1545","subsequent",1,1
"1546","folly",3,3
"1547","imprudence",2,2
"1548","obsequious",1,1
"1549","totally",11,9
"1550","destitute",7,7
"1551","sense",6,5
"1552","ignorant",14,12
"1553","princple",1,1
"1554","sound",17,15
"1555","policy",14,13
"1556","beheld",2,2
"1557","sagacity",3,3
"1558","avail",1,1
"1559","despicable",1,1
"1560","policies.–fortunately",1,1
"1561","cause",37,35
"1562","generals",5,4
"1563","abilities",4,3
"1564","minister",25,13
"1565","facility",5,5
"1566","acquired",6,6
"1567","blunders",1,1
"1568","miserable",12,12
"1569","conduct",42,37
"1570","hardly",7,7
"1571","sufficient",33,27
"1572","emancipate",1,1
"1573","weakeness",1,1
"1574","depended",2,2
"1575","franklin",8,7
"1576","driven",10,9
"1577","paris",6,4
"1578","fatal-philippic",1,1
"1579","lawyer",1,1
"1580","chain",5,4
"1581","concurrent",1,1
"1582","hath",4,2
"1583","overturned",2,2
"1584","monarch",4,3
"1585","possessed",10,10
"1586","sagacity–if",1,1
"1587","corporal",2,2
"1588","civility",2,2
"1589","remained",16,13
"1590","colony",173,79
"1591","absolute",5,4
"1592","ephraim",1,1
"1593","daniel",3,3
"1594","baker's-row",1,1
"1595","mileend",0,0
"1596","holland",19,15
"1597","week:sir",1,1
"1598","l–y",1,1
"1599","desires",3,3
"1600","unfortunate",23,23
"1601","relation",3,3
"1602","february",16,15
"1603","jackson",9,8
"1604","teach",2,2
"1605","write",6,6
"1606","improved",13,11
"1607","ahve",1,1
"1608","person",68,49
"1609","habitation",3,3
"1610","wearing",10,10
"1611","apparel",5,4
"1612","wanting",13,12
"1613","business",25,21
"1614","dutch",16,10
"1615","batavia",5,4
"1616","useful",17,14
"1617","grounds",8,7
"1618","makes",15,14
"1619","convenient",7,7
"1620","fleet",18,10
"1621","forts",6,5
"1622","earthn",1,1
"1623","ware",2,2
"1624","use",38,26
"1625","ornament",9,9
"1626","clay",3,3
"1627","equally",23,19
"1628","delft",1,1
"1629","elsewhere",5,5
"1630","hats",3,3
"1631","shoes",3,3
"1632","houses",44,28
"1633","windows",4,4
"1634","wicker",1,1
"1635","rush",2,2
"1636","furniture",4,3
"1637","eplace",1,1
"1638","else",11,11
"1639","smiths",3,3
"1640","coal",7,5
"1641","utensils",2,2
"1642","nephew",1,1
"1643","born",12,9
"1644","buried",8,8
"1645","executed",7,7
"1646","grown",6,6
"1647","christians",3,3
"1648","quite",21,20
"1649","finished",3,3
"1650","away",41,31
"1651","thinks",2,2
"1652","enough",22,20
"1653","farthest",1,1
"1654","lines",4,4
"1655","seldom",12,10
"1656","visited",13,13
"1657","comes",9,9
"1658","farther",18,14
"1659","discovers",2,2
"1660","gum",2,1
"1661","arabic",1,1
"1662","veyr",1,1
"1663","expects",2,2
"1664","wonders",1,1
"1665","clothes",9,8
"1666","thinly",4,3
"1667","inhabited",5,5
"1668","stranger's",1,1
"1669","while",72,49
"1670","greenock.no",1,1
"1671","sir",71,47
"1672","expecting",1,1
"1673","remittance",1,1
"1674","still",85,55
"1675","hand",30,25
"1676","properly",13,12
"1677","cash",7,6
"1678","bills",14,12
"1679","accept",9,9
"1680","immediately",64,48
"1681","crop",8,6
"1682","bolls",1,1
"1683","eceeding",1,1
"1684","knowledge",35,24
"1685","loading",6,6
"1686","having",159,90
"1687","declared",17,16
"1688","interest",59,37
"1689","encourage",8,8
"1690","plantations",7,6
"1691","merchandize",8,5
"1692","considerably",6,6
"1693","lowered",4,4
"1694","duties",21,14
"1695","merchandize.they",1,1
"1696","sell",10,9
"1697","instead",22,19
"1698","annually",12,10
"1699","son",53,27
"1700","suffice",3,3
"1701","necessity",16,14
"1702","circulating",3,3
"1703","paper",39,29
"1704","trading",11,7
"1705","prior",3,3
"1706","hall",18,13
"1707","noon",2,2
"1708","importance.glasgow",1,1
"1709","plymouth",6,5
"1710","echo",2,2
"1711","drew",5,5
"1712","sea",28,20
"1713","proceed",38,33
"1714","dispatch",5,4
"1715","york–to",1,1
"1716","acquaint",5,5
"1717","ports",19,11
"1718","salutary",5,5
"1719","reduce",3,3
"1720","utmost",12,11
"1721","anxiety",11,11
"1722","packet",9,8
"1723","agreebly",1,1
"1724","relieed",1,1
"1725","apprehensions",11,9
"1726","insurrections",3,2
"1727","martinique",5,4
"1728","confirmed",11,9
"1729","national",23,17
"1730","naturally",10,9
"1731","brings",7,7
"1732","tumult",1,1
"1733","bring",32,26
"1734","conspiracy",4,4
"1735","circumstance",22,21
"1736","accounted",2,2
"1737","communication",25,17
"1738","exists",9,9
"1739","season",26,21
"1740","mail",4,4
"1741","new-york",4,3
"1742","falmouth",2,2
"1743","sandwich",4,3
"1744","thirty-three",1,1
"1745","dominica",6,4
"1746","diabolical",1,1
"1747","design",13,13
"1748","discovered",24,17
"1749","insurrection",3,3
"1750","fire",44,24
"1751","pierre",4,3
"1752","confusion",8,7
"1753","striving",1,1
"1754","flames",7,6
"1755","butchered",1,1
"1756","indiscriminately",2,2
"1757","child.–the",1,1
"1758","combustibles",2,2
"1759","consisting",27,23
"1760","dipped",1,1
"1761","turpentine",1,1
"1762","plot",4,3
"1763","negro",13,7
"1764","lady",22,15
"1765","stung",1,1
"1766","remorse",1,1
"1767","thinking",3,3
"1768","murder",16,15
"1769","disclosed",1,1
"1770","thereupon",3,2
"1771","armed",20,17
"1772","hanger",1,1
"1773","knife",4,4
"1774","insturments",1,1
"1775","put",44,36
"1776","existence",8,8
"1777","afraid",6,6
"1778","attemp",1,1
"1779","release",1,1
"1780","gaol",3,3
"1781","living",24,19
"1782","worldto",1,1
"1783","printer.sir",1,1
"1784","month",20,18
"1785","remote",7,7
"1786","newspaper",8,5
"1787","ordering",4,3
"1788","papers",45,33
"1789","utter",2,2
"1790","astonishment",7,5
"1791","rustic",1,1
"1792","landlord",3,3
"1793","take",112,79
"1794","stuck",1,1
"1795","country–knowing",1,1
"1796","passed",51,38
"1797","lapland",2,2
"1798","intending",3,3
"1799","dropped",2,2
"1800","talking",4,3
"1801","occurrences",1,1
"1802","knew",12,7
"1803","revolutions",1,1
"1804","fishwomen",1,1
"1805","battles",2,2
"1806","flanders",2,2
"1807","emperor",5,5
"1808","fighting",9,7
"1809","turks.but",1,1
"1810","distressing–for",1,1
"1811","meeting",73,30
"1812","inquired",3,2
"1813","cordially",2,2
"1814","afterwards",28,20
"1815","eloped",2,2
"1816","another",103,70
"1817","kindly",2,2
"1818","sister",6,5
"1819","departed",8,6
"1820","fortnight",7,7
"1821","before.on",1,1
"1822","stir",2,2
"1823","unless",20,19
"1824","viaticum",1,1
"1825","provided",41,29
"1826","necessary",56,44
"1827","remove",10,9
"1828","pace",3,3
"1829","fashionable",4,4
"1830","literary",5,5
"1831","world–and",1,1
"1832","friends",33,22
"1833","wives",12,11
"1834","absconded.in",1,1
"1835","creed–and",1,1
"1836","travel",3,3
"1837","faith",10,9
"1838","fully",33,25
"1839","experienced",15,14
"1840","unpleasantness",1,1
"1841","again–i",1,1
"1842","hereby",6,5
"1843","hottentot",2,2
"1844","mine",4,4
"1845","invites",1,1
"1846","does",36,29
"1847","him.dick",1,1
"1848","desperate",3,3
"1849","sect",4,4
"1850","shaking",4,2
"1851","quakers",9,5
"1852","america.in",2,2
"1853","jews",3,3
"1854","various",51,37
"1855","denomications",1,1
"1856","roman",2,2
"1857","catholics",2,2
"1858","lutherans",1,1
"1859","presbyterians",2,2
"1860","congregationalists",1,1
"1861","baptists",1,1
"1862","dunkers",1,1
"1863","moravians",1,1
"1864","deists",1,1
"1865","methodists",1,1
"1866","newlights",1,1
"1867","sandimanians",1,1
"1868","universalists",1,1
"1869","whom",104,80
"1870","perform",13,12
"1871","religious",15,13
"1872","worship",11,6
"1873","accoridng",2,2
"1874","dictates",1,1
"1875","consciences.the",1,1
"1876","sects",1,1
"1877","sprang",1,1
"1878","elect",5,4
"1879","disciples",1,1
"1880","founders",4,2
"1881","mode",27,25
"1882","thousands",14,12
"1883","pretended",4,3
"1884","power",61,41
"1885","miracles",1,1
"1886","heal",1,1
"1887","cast",2,2
"1888","devils",2,2
"1889","languages.this",1,1
"1890","risided",1,1
"1891","north-westerly",2,2
"1892","tenets",11,11
"1893","rambled",1,1
"1894","promulgating",2,2
"1895","religion",11,10
"1896","gaining",4,4
"1897","proselytes",1,1
"1898","elsewhere:–she",1,1
"1899","engrossed",1,1
"1900","kingdom",17,16
"1901","heaven",4,4
"1902","herself",3,3
"1903","followers",4,4
"1904","seculsion",1,1
"1905","others.she",1,1
"1906","mission",4,4
"1907","heaven;–that",1,1
"1908","pain",17,13
"1909","seventry-two",1,1
"1910","languages",3,3
"1911","conversed",2,2
"1912","life–that",1,1
"1913","true",28,24
"1914","apostles",2,1
"1915","her's",1,1
"1916","erected–that",1,1
"1917","saved",16,15
"1918","confess",4,3
"1919","sins",2,1
"1920","unto",2,1
"1921","parson",2,2
"1922","saved;–that",1,1
"1923","gathered",1,1
"1924","hell",1,1
"1925","damned",2,2
"1926","ocntinually",1,1
"1927","making",48,41
"1928","intercession",1,1
"1929","salvation",1,1
"1930","occasion",50,39
"1931","tongues.those",1,1
"1932","entered",22,20
"1933","deliver",5,5
"1934","jewels",2,2
"1935","rings",1,1
"1936","necklaces",1,1
"1937","buckles",1,1
"1938","watches",1,1
"1939","fit.it",1,1
"1940","confessions",1,1
"1941","proved",18,15
"1942","beneficial",15,13
"1943","owned",2,2
"1944","stolen",4,4
"1945","innocent",3,2
"1946","persons.when",1,1
"1947","pretend",6,4
"1948","praise",5,5
"1949","singing",2,2
"1950","dancing",3,3
"1951","jumping",1,1
"1952","turning",2,2
"1953","round",42,27
"1954","tumbling",2,2
"1955","mean",16,13
"1956","trembling",1,1
"1957","groaning",2,2
"1958","sighing",2,2
"1959","sobbing",1,1
"1960","others",59,39
"1961","preaching",2,2
"1962","praying",11,9
"1963","exhorting",1,1
"1964","clapping",1,1
"1965","hands",26,22
"1966","shouting",2,2
"1967","hallowing",1,1
"1968","screaming",1,1
"1969","hideous",1,1
"1970","noise",6,4
"1971","often",25,21
"1972","affrighten",1,1
"1973","spectators.they",1,1
"1974","dance",8,5
"1975","tired",2,2
"1976","praising",2,2
"1977","whipped",1,1
"1978","briskly",2,2
"1979","emaciated",1,1
"1980","young",76,48
"1981","grow",6,6
"1982","pale",1,1
"1983","ghosts",1,1
"1984","apparitions",1,1
"1985","deserters",5,4
"1986","church-yard",2,2
"1987","sailor's",1,1
"1988","phrase.they",1,1
"1989","eucharist",1,1
"1990","baptism",1,1
"1991","churchs",1,1
"1992","averse",5,5
"1993","wars",4,4
"1994","swearing",1,1
"1995","plain",11,11
"1996","language",14,14
"1997","cry–yea",1,1
"1998","nay",1,1
"1999","yes",2,2
"2000","approve",2,2
"2001","tenets.at",1,1
"2002","particular",34,25
"2003","times",34,25
"2004","hard",13,13
"2005","respective",13,12
"2006","occupations",2,2
"2007","careful",5,5
"2008","spent",6,5
"2009","idleness.they",1,1
"2010","correspondence",4,4
"2011","saints",1,1
"2012","angels",1,1
"2013","frequently",17,14
"2014","converse",2,2
"2015","spirits",13,13
"2016","friends.many",1,1
"2017","refuse",4,4
"2018","because",37,30
"2019","suppose",19,16
"2020","forty",11,10
"2021","mentioned",27,21
"2022","revelations",1,1
"2023","redeemed",1,1
"2024","defiled",1,1
"2025","women.they",1,1
"2026","partakers",1,1
"2027","resurrection",1,1
"2028","power.they",1,1
"2029","instrumental",4,4
"2030","music",7,4
"2031","churches",5,5
"2032","ceremonial",1,1
"2033","abolished;–but",1,1
"2034","immediate",23,20
"2035","influence",16,13
"2036","holy",2,2
"2037","ghost",1,1
"2038","scripture",1,1
"2039","warrents",1,1
"2040","practice",11,11
"2041","sing",1,1
"2042","god–praise",1,1
"2043","clap",1,1
"2044","people;–shout",1,1
"2045","god;–make",1,1
"2046","joyful",2,2
"2047","noise;–fall",1,1
"2048","lords&c",1,1
"2049","arrives",2,2
"2050","roebuck",1,1
"2051","advices",9,8
"2052","maryland",4,4
"2053","actually",14,11
"2054","man–uvre",1,1
"2055","rhode",3,3
"2056","oct",11,10
"2057","disturbances",3,3
"2058","abated",5,5
"2059","seem",16,14
"2060","daily",8,8
"2061","gain",10,9
"2062","endeavoured",4,4
"2063","subalterns",2,2
"2064","oath",4,3
"2065","attachment",7,6
"2066","administered",1,1
"2067","major",31,19
"2068","declined",2,2
"2069","engaged",22,20
"2070","incensed",2,1
"2071","reply",5,5
"2072","reviled",1,1
"2073","opprobrious",1,1
"2074","terms",19,14
"2075","cane",1,1
"2076","frustrated",2,2
"2077","attempts",13,12
"2078","infantry",10,10
"2079","application",25,19
"2080","regiment",49,27
"2081","artillery",12,8
"2082","success",27,23
"2083","culverins",1,1
